Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	EpLen	AverageVVals	StdVVals	MaxVVals	MinVVals	TotalEnvInteracts	LossPi	LossV	DeltaLossPi	DeltaLossV	Entropy	KL	ClipFrac	StopIter	Time
102	57.24168	1.7295431	60.066475	55.48973	1000.0	2.8762412	3.4450138	28.447996	0.17461047	412000	-1.8119811e-08	0.095676586	0.008675664	-0.0565317	0.19040358	0.022201074	0.30825	5.0	269.22640228271484
103	53.945835	0.43432203	54.348324	53.299835	1000.0	3.1000385	3.4415383	28.790638	-0.27180162	416000	-4.196167e-08	0.1895827	-0.0117865475	-0.09811261	0.18973787	0.0041239653	0.065	79.0	271.8356420993805
104	58.551636	1.3968983	60.19093	57.09615	1000.0	2.9787323	3.4507127	28.864302	0.016747326	420000	2.4557114e-08	0.114045456	0.0030626322	-0.06742592	0.18297932	0.0209715	0.31275	10.0	274.2059109210968
105	59.010788	1.9751183	61.22796	56.71003	1000.0	3.46007	3.3051193	28.298376	0.61661035	424000	1.0967255e-08	0.105400234	0.0012905453	-0.026116662	0.18158072	0.016109971	0.17025	2.0	276.84417057037354
106	62.55152	3.0162644	66.22598	58.61411	1000.0	3.3781793	3.377843	29.121311	0.60960746	428000	-5.3882598e-08	0.10658171	-0.012405051	-0.04734783	0.1811103	0.008684295	0.06875	79.0	279.70695996284485
107	61.60662	2.6524787	65.84917	58.670094	1000.0	3.599346	3.3639455	29.407713	0.46433312	432000	-2.0861626e-09	0.123227134	-0.0152754225	-0.048278205	0.17955315	0.008764098	0.1005	79.0	282.5333478450775
108	64.88808	1.89484	66.95141	62.848946	1000.0	3.69524	3.373637	29.434587	0.8583216	436000	-2.849102e-08	0.09057998	-0.014177587	-0.043446116	0.15805718	0.0056220056	0.08325	79.0	285.28058791160583
109	64.76807	1.4298785	66.867004	63.07333	1000.0	3.8137352	3.3921707	29.5084	0.7573761	440000	-1.835823e-08	0.13739197	-0.012726602	-0.030870818	0.13659917	0.0073644253	0.07025	79.0	288.0470368862152
110	66.64084	2.1139047	69.658745	63.915184	1000.0	4.137421	3.3605137	29.538635	1.0517443	444000	3.385544e-08	0.11268453	-0.013303447	-0.017902486	0.12909839	0.0065047154	0.07625	79.0	290.80054473876953
111	69.62457	1.5191499	71.73495	67.48681	1000.0	4.322383	3.3177722	29.692198	1.0200794	448000	1.5735626e-08	0.094293185	0.0024723597	-0.01242248	0.1119624	0.01654562	0.214	8.0	292.8482527732849
112	70.11035	3.7894201	75.24387	65.10622	1000.0	4.399925	3.2505524	29.599426	1.4989903	452000	1.5079975e-08	0.13627164	-0.01299	-0.037224628	0.1101875	0.0067919027	0.077	79.0	295.3229160308838
113	74.471954	3.2938814	79.45055	71.40992	1000.0	4.7442923	3.2465656	29.467426	2.30332	456000	-2.7656554e-08	0.13646963	-0.015678003	-0.049696095	0.0951608	0.0049019004	0.07625	79.0	297.8321921825409
114	71.104454	2.9558294	73.13719	66.027275	1000.0	4.91133	3.0716493	29.411531	2.506176	460000	-2.759695e-08	0.096848086	0.0006273136	-0.020832472	0.07747391	0.015491343	0.182	2.0	299.84478878974915
115	74.11271	1.9222028	77.37484	72.45383	1000.0	5.0485525	3.031927	29.774094	2.8658261	464000	2.4557114e-08	0.059551124	-0.013360687	-0.01668251	0.077313915	0.007206541	0.096	79.0	302.31859493255615
116	75.40088	3.4349275	79.49925	69.968704	1000.0	5.1313457	3.0955749	29.819056	3.205953	468000	-3.3378602e-09	0.07221604	-0.017078679	-0.025064297	0.081279926	0.009835641	0.10925	79.0	304.782324552536
117	76.35623	2.2904737	78.1449	72.515274	1000.0	5.3258195	3.0439696	29.502853	3.5364802	472000	3.9339065e-09	0.094520256	-0.013494437	-0.052792303	0.07346701	0.006313132	0.077	79.0	307.40949535369873
